56100,2.3643
56200,2.3710
56300,2.3759
56400,2.3826
56500,2.3923
56600,2.3951
56700,2.3757
56800,2.3729
56900,2.4030
57000,2.3893
57100,2.3591
57200,2.3727
57300,2.4191
57400,2.4096
57500,2.3668
57600,2.3731
57700,2.3931
57800,2.3944
57900,2.3892
58000,2.3844
58100,2.4207
58200,2.4318
58300,2.3925
58400,2.3847
58500,2.3878
58600,2.3789
58700,2.3942
58800,2.3857
58900,2.3769
59000,2.3803
59100,2.3664
59200,2.3750
59300,2.3731
59400,2.3865
59500,2.3991
59600,2.3954
59700,2.4026
59800,2.4185
59900,2.4112
60000,2.3919
60100,2.3902
60200,2.3928
60300,2.4149
60400,2.4005
60500,2.3661
60600,2.3846
60700,2.4020
60800,2.3807
60900,2.3837
61000,2.4185
61100,2.4109
61200,2.3853
61300,2.3903
61400,2.4060
61500,2.4040
61600,2.3708
61700,2.3774
61800,2.3937
61900,2.3959
62000,2.3973
62100,2.3992
62200,2.3863
62300,2.3624
62400,2.3762
62500,2.3869
62600,2.3682
62700,2.3806
62800,2.3995
62900,2.3763
63000,2.3661
63100,2.3766
63200,2.3988
63300,2.3942
63400,2.3830
63500,2.3941
63600,2.3937
63700,2.4008
63800,2.3895
63900,2.3676
64000,2.3783
64100,2.3883
64200,2.3703
64300,2.3844
64400,2.3992
64500,2.3922
64600,2.3943
64700,2.3916
64800,2.3888
64900,2.3911
65000,2.3970
65100,2.3673
65200,2.3507
65300,2.3511
65400,2.3749
65500,2.3991
65600,2.3898
65700,2.3714
65800,2.3758
65900,2.3813
66000,2.3470
66100,2.3553
66200,2.3850
66300,2.3813
66400,2.3896
66500,2.4024
66600,2.3932
66700,2.3929
66800,2.3804
66900,2.3688
67000,2.3832
67100,2.3922
67200,2.3990
67300,2.3944
67400,2.3886
67500,2.3934
67600,2.3823
67700,2.3816
67800,2.4042
67900,2.3749
68000,2.3538
68100,2.3613
68200,2.3722
68300,2.3736
68400,2.3641
68500,2.3687
68600,2.3709
68700,2.3619
68800,2.3593
68900,2.3943
69000,2.4029
69100,2.3690
69200,2.3469
69300,2.3499
69400,2.3783
69500,2.4019
69600,2.3805
69700,2.3791
69800,2.3919
69900,2.3816
70000,2.3896
70100,2.3978
70200,2.3901
70300,2.3643
70400,2.3625
70500,2.3799
70600,2.4035
70700,2.4138
70800,2.3715
70900,2.3663
71000,2.4019
71100,2.4018
71200,2.3699
71300,2.3642
71400,2.3682
71500,2.3853
71600,2.3992
71700,2.3795
71800,2.3707
71900,2.3818
72000,2.3840
72100,2.3724
72200,2.3911
72300,2.3878
72400,2.3752
72500,2.3827
